countrycode,country,city,year,subject,value,unit
NLD,The Netherlands,Amsterdam,2012,Total land area of the city (km2),974.89,Square kilometres
NLD,The Netherlands,Amsterdam,2013,Total population of the metropolitan area (persons),"2,429,155.00",Persons
NLD,The Netherlands,Amsterdam,2013,Population density (persons per km2),861.45,Ratio
NLD,The Netherlands,Amsterdam,2013,Total land area (km2),"2,819.84",Square kilometres
NLD,The Netherlands,Amsterdam,2013,GDP (millions US$),"120,671.23",US Dollar
NLD,The Netherlands,Amsterdam,2013,GDP of the metropolitan area as a share of national value (%),16.34,Percentage
NLD,The Netherlands,Amsterdam,2013,GDP per capita (US$),"49,676.22",US Dollar
NLD,The Netherlands,Amsterdam,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,13.7,Micrograms per cubic metre
NLD,The Netherlands,Amsterdam,2013,Employment (persons),"1,218,831.00",Persons
NLD,The Netherlands,Amsterdam,2013,Employment of the metropolitan area as a share of national value (%),14.71,Percentage
NLD,The Netherlands,Amsterdam,2013,Unemployment (persons),"99,595.00",Persons
NLD,The Netherlands,Amsterdam,2013,Unemployment of the metropolitan area as a share of national value (%),15.39,Percentage
NLD,The Netherlands,Amsterdam,2013,Metropolitan land share of national value (%),8.36,Percentage
NLD,The Netherlands,Amsterdam,2013,Green area per million people (square meters per million person),209.17,Ratio
NLD,The Netherlands,Amsterdam,2013,Population of the city area (persons),"1,691,458.00",Persons
NLD,The Netherlands,Amsterdam,2013,Labour productivity,"99,005.71",US Dollar
NLD,The Netherlands,Amsterdam,2013,Population density of the city area (persons per km2),"1,735.02",Ratio
NLD,The Netherlands,Amsterdam,2013,Total land area of the city (km2),974.89,Square kilometres
NLD,The Netherlands,Amsterdam,2014,Total population of the metropolitan area (persons),"2,452,659.00",Persons
NLD,The Netherlands,Amsterdam,2014,Population density (persons per km2),869.79,Ratio
NLD,The Netherlands,Amsterdam,2014,Total land area (km2),"2,819.84",Square kilometres
NLD,The Netherlands,Amsterdam,2014,Employment (persons),"1,218,644.00",Persons
NLD,The Netherlands,Amsterdam,2014,Employment of the metropolitan area as a share of national value (%),14.8,Percentage
NLD,The Netherlands,Amsterdam,2014,Unemployment (persons),"98,387.00",Persons
NLD,The Netherlands,Amsterdam,2014,Unemployment of the metropolitan area as a share of national value (%),14.91,Percentage
NLD,The Netherlands,Amsterdam,2014,Metropolitan land share of national value (%),8.36,Percentage
NLD,The Netherlands,Amsterdam,2014,Green area per million people (square meters per million person),207.16,Ratio
NLD,The Netherlands,Amsterdam,2014,Population of the city area (persons),"1,710,959.00",Persons
NLD,The Netherlands,Amsterdam,2014,Population density of the city area (persons per km2),"1,755.03",Ratio
NLD,The Netherlands,Amsterdam,2014,Total land area of the city (km2),974.89,Square kilometres
GRC,Greece,Athens,2008,Total population of the metropolitan area (persons),"3,582,479.00",Persons
GRC,Greece,Athens,2008,Population density (persons per km2),"2,163.15",Ratio
GRC,Greece,Athens,2008,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2008,GDP (millions US$),"160,577.44",US Dollar
GRC,Greece,Athens,2008,GDP of the metropolitan area as a share of national value (%),45.03,Percentage
GRC,Greece,Athens,2008,GDP per capita (US$),"44,822.99",US Dollar
GRC,Greece,Athens,2008,CO2 emissions per capita  (tonnes per inhabitant),5.13,Tonnes
GRC,Greece,Athens,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,14.71,Micrograms per cubic metre
GRC,Greece,Athens,2008,Employment (persons),"1,672,097.00",Persons
GRC,Greece,Athens,2008,Employment of the metropolitan area as a share of national value (%),36.27,Percentage
GRC,Greece,Athens,2008,Unemployment (persons),"119,734.00",Persons
GRC,Greece,Athens,2008,Unemployment of the metropolitan area as a share of national value (%),30.87,Percentage
GRC,Greece,Athens,2008,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),0.6,Percentage
GRC,Greece,Athens,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.08,Tonnes
GRC,Greece,Athens,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),45.69,Percentage
GRC,Greece,Athens,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.23,Tonnes
GRC,Greece,Athens,2008,Population of the city area (persons),"2,833,464.00",Persons
GRC,Greece,Athens,2008,Green area per million people (square meters per million person),0.96,Ratio
GRC,Greece,Athens,2008,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2008,Population density of the city area (persons per km2),"7,657.80",Ratio
GRC,Greece,Athens,2008,Labour productivity,"96,033.57",US Dollar
GRC,Greece,Athens,2008,CO2 emissions of the metropolitan area as a share of national value (%),19.44,Percentage
GRC,Greece,Athens,2009,Total population of the metropolitan area (persons),"3,572,669.00",Persons
GRC,Greece,Athens,2009,Population density (persons per km2),"2,157.23",Ratio
GRC,Greece,Athens,2009,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2009,GDP (millions US$),"154,939.04",US Dollar
GRC,Greece,Athens,2009,GDP of the metropolitan area as a share of national value (%),45.45,Percentage
GRC,Greece,Athens,2009,GDP per capita (US$),"43,367.87",US Dollar
GRC,Greece,Athens,2009,Employment (persons),"1,645,704.00",Persons
GRC,Greece,Athens,2009,Employment of the metropolitan area as a share of national value (%),36.12,Percentage
GRC,Greece,Athens,2009,Unemployment (persons),"164,242.00",Persons
GRC,Greece,Athens,2009,Unemployment of the metropolitan area as a share of national value (%),33.89,Percentage
GRC,Greece,Athens,2009,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2009,Population of the city area (persons),"2,812,964.00",Persons
GRC,Greece,Athens,2009,Green area per million people (square meters per million person),0.96,Ratio
GRC,Greece,Athens,2009,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2009,Population density of the city area (persons per km2),"7,602.40",Ratio
GRC,Greece,Athens,2009,Labour productivity,"94,147.58",US Dollar
GRC,Greece,Athens,2010,Total population of the metropolitan area (persons),"3,563,607.00",Persons
GRC,Greece,Athens,2010,Population density (persons per km2),"2,151.75",Ratio
GRC,Greece,Athens,2010,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2010,GDP (millions US$),"147,273.86",US Dollar
GRC,Greece,Athens,2010,GDP of the metropolitan area as a share of national value (%),45.69,Percentage
GRC,Greece,Athens,2010,GDP per capita (US$),"41,327.19",US Dollar
GRC,Greece,Athens,2010,Employment (persons),"1,568,681.00",Persons
GRC,Greece,Athens,2010,Employment of the metropolitan area as a share of national value (%),35.73,Percentage
GRC,Greece,Athens,2010,Unemployment (persons),"225,590.00",Persons
GRC,Greece,Athens,2010,Unemployment of the metropolitan area as a share of national value (%),35.28,Percentage
GRC,Greece,Athens,2010,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2010,Population of the city area (persons),"2,792,808.00",Persons
GRC,Greece,Athens,2010,Green area per million people (square meters per million person),0.96,Ratio
GRC,Greece,Athens,2010,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2010,Population density of the city area (persons per km2),"7,547.93",Ratio
GRC,Greece,Athens,2010,Labour productivity,"93,883.88",US Dollar
GRC,Greece,Athens,2011,Total population of the metropolitan area (persons),"3,555,307.00",Persons
GRC,Greece,Athens,2011,Population density (persons per km2),"2,146.74",Ratio
GRC,Greece,Athens,2011,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2011,GDP (millions US$),"134,328.18",US Dollar
GRC,Greece,Athens,2011,GDP of the metropolitan area as a share of national value (%),45.73,Percentage
GRC,Greece,Athens,2011,GDP per capita (US$),"37,782.44",US Dollar
GRC,Greece,Athens,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,14.02,Micrograms per cubic metre
GRC,Greece,Athens,2011,Employment (persons),"1,444,029.00",Persons
GRC,Greece,Athens,2011,Employment of the metropolitan area as a share of national value (%),35.62,Percentage
GRC,Greece,Athens,2011,Unemployment (persons),"317,044.00",Persons
GRC,Greece,Athens,2011,Unemployment of the metropolitan area as a share of national value (%),35.95,Percentage
GRC,Greece,Athens,2011,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2011,Population of the city area (persons),"2,772,998.00",Persons
GRC,Greece,Athens,2011,Green area per million people (square meters per million person),0.97,Ratio
GRC,Greece,Athens,2011,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2011,Population density of the city area (persons per km2),"7,494.39",Ratio
GRC,Greece,Athens,2011,Labour productivity,"93,023.19",US Dollar
GRC,Greece,Athens,2012,Total population of the metropolitan area (persons),"3,547,773.00",Persons
GRC,Greece,Athens,2012,Population density (persons per km2),"2,142.19",Ratio
GRC,Greece,Athens,2012,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2012,GDP (millions US$),"125,724.30",US Dollar
GRC,Greece,Athens,2012,GDP of the metropolitan area as a share of national value (%),45.81,Percentage
GRC,Greece,Athens,2012,GDP per capita (US$),"35,437.53",US Dollar
GRC,Greece,Athens,2012,Employment (persons),"1,296,854.00",Persons
GRC,Greece,Athens,2012,Employment of the metropolitan area as a share of national value (%),35.1,Percentage
GRC,Greece,Athens,2012,Unemployment (persons),"451,397.00",Persons
GRC,Greece,Athens,2012,Unemployment of the metropolitan area as a share of national value (%),37.77,Percentage
GRC,Greece,Athens,2012,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2012,Population of the city area (persons),"2,753,530.00",Persons
GRC,Greece,Athens,2012,Green area per million people (square meters per million person),0.97,Ratio
GRC,Greece,Athens,2012,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2012,Population density of the city area (persons per km2),"7,441.77",Ratio
GRC,Greece,Athens,2012,Labour productivity,"96,945.61",US Dollar
GRC,Greece,Athens,2013,Total population of the metropolitan area (persons),"3,541,021.00",Persons
GRC,Greece,Athens,2013,Population density (persons per km2),"2,138.12",Ratio
GRC,Greece,Athens,2013,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2013,GDP (millions US$),"117,889.92",US Dollar
GRC,Greece,Athens,2013,GDP of the metropolitan area as a share of national value (%),44.69,Percentage
GRC,Greece,Athens,2013,GDP per capita (US$),"33,292.64",US Dollar
GRC,Greece,Athens,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,10.3,Micrograms per cubic metre
GRC,Greece,Athens,2013,Employment (persons),"1,228,492.00",Persons
GRC,Greece,Athens,2013,Employment of the metropolitan area as a share of national value (%),34.97,Percentage
GRC,Greece,Athens,2013,Unemployment (persons),"493,925.00",Persons
GRC,Greece,Athens,2013,Unemployment of the metropolitan area as a share of national value (%),37.13,Percentage
GRC,Greece,Athens,2013,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2013,Population of the city area (persons),"2,734,398.00",Persons
GRC,Greece,Athens,2013,Green area per million people (square meters per million person),0.97,Ratio
GRC,Greece,Athens,2013,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2013,Population density of the city area (persons per km2),"7,390.07",Ratio
GRC,Greece,Athens,2013,Labour productivity,"95,963.12",US Dollar
GRC,Greece,Athens,2014,Total population of the metropolitan area (persons),"3,535,055.00",Persons
GRC,Greece,Athens,2014,Population density (persons per km2),"2,134.51",Ratio
GRC,Greece,Athens,2014,Total land area (km2),"1,656.14",Square kilometres
GRC,Greece,Athens,2014,Employment (persons),"1,240,780.00",Persons
GRC,Greece,Athens,2014,Employment of the metropolitan area as a share of national value (%),35.09,Percentage
GRC,Greece,Athens,2014,Unemployment (persons),"466,944.00",Persons
GRC,Greece,Athens,2014,Unemployment of the metropolitan area as a share of national value (%),36.64,Percentage
GRC,Greece,Athens,2014,Metropolitan land share of national value (%),1.27,Percentage
GRC,Greece,Athens,2014,Population of the city area (persons),"2,715,595.00",Persons
GRC,Greece,Athens,2014,Green area per million people (square meters per million person),0.97,Ratio
GRC,Greece,Athens,2014,Total land area of the city (km2),370.01,Square kilometres
GRC,Greece,Athens,2014,Population density of the city area (persons per km2),"7,339.25",Ratio
DEU,Germany,Berlin,2008,Total population of the metropolitan area (persons),"4,363,940.00",Persons
DEU,Germany,Berlin,2008,Population density (persons per km2),706.55,Ratio
DEU,Germany,Berlin,2008,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2008,GDP (millions US$),"157,171.52",US Dollar
DEU,Germany,Berlin,2008,GDP of the metropolitan area as a share of national value (%),4.77,Percentage
DEU,Germany,Berlin,2008,GDP per capita (US$),"36,015.97",US Dollar
DEU,Germany,Berlin,2008,CO2 emissions per capita  (tonnes per inhabitant),12.1,Tonnes
DEU,Germany,Berlin,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,15.31,Micrograms per cubic metre
DEU,Germany,Berlin,2008,Employment (persons),"2,024,890.00",Persons
DEU,Germany,Berlin,2008,Employment of the metropolitan area as a share of national value (%),5.25,Percentage
DEU,Germany,Berlin,2008,Unemployment (persons),"331,026.00",Persons
DEU,Germany,Berlin,2008,Unemployment of the metropolitan area as a share of national value (%),10.56,Percentage
DEU,Germany,Berlin,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),5.91,Percentage
DEU,Germany,Berlin,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),3.07,Tonnes
DEU,Germany,Berlin,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.04,Tonnes
DEU,Germany,Berlin,2008,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),3.78,Percentage
DEU,Germany,Berlin,2008,Green area per million people (square meters per million person),207.68,Ratio
DEU,Germany,Berlin,2008,Population of the city area (persons),"3,492,327.00",Persons
DEU,Germany,Berlin,2008,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2008,Population density of the city area (persons per km2),"3,410.14",Ratio
DEU,Germany,Berlin,2008,Labour productivity,"77,619.78",US Dollar
DEU,Germany,Berlin,2008,CO2 emissions of the metropolitan area as a share of national value (%),5.78,Percentage
DEU,Germany,Berlin,2009,Total population of the metropolitan area (persons),"4,369,193.00",Persons
DEU,Germany,Berlin,2009,Population density (persons per km2),707.4,Ratio
DEU,Germany,Berlin,2009,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2009,GDP (millions US$),"155,193.47",US Dollar
DEU,Germany,Berlin,2009,GDP of the metropolitan area as a share of national value (%),4.99,Percentage
DEU,Germany,Berlin,2009,GDP per capita (US$),"35,519.94",US Dollar
DEU,Germany,Berlin,2009,Employment (persons),"2,059,781.00",Persons
DEU,Germany,Berlin,2009,Employment of the metropolitan area as a share of national value (%),5.35,Percentage
DEU,Germany,Berlin,2009,Unemployment (persons),"308,352.00",Persons
DEU,Germany,Berlin,2009,Unemployment of the metropolitan area as a share of national value (%),9.55,Percentage
DEU,Germany,Berlin,2009,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2009,Green area per million people (square meters per million person),207.43,Ratio
DEU,Germany,Berlin,2009,Population of the city area (persons),"3,488,114.00",Persons
DEU,Germany,Berlin,2009,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2009,Population density of the city area (persons per km2),"3,406.03",Ratio
DEU,Germany,Berlin,2009,Labour productivity,"75,344.64",US Dollar
DEU,Germany,Berlin,2010,Total population of the metropolitan area (persons),"4,374,708.00",Persons
DEU,Germany,Berlin,2010,Population density (persons per km2),708.3,Ratio
DEU,Germany,Berlin,2010,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2010,GDP (millions US$),"159,818.95",US Dollar
DEU,Germany,Berlin,2010,GDP of the metropolitan area as a share of national value (%),4.94,Percentage
DEU,Germany,Berlin,2010,GDP per capita (US$),"36,532.48",US Dollar
DEU,Germany,Berlin,2010,Employment (persons),"2,067,669.00",Persons
DEU,Germany,Berlin,2010,Employment of the metropolitan area as a share of national value (%),5.34,Percentage
DEU,Germany,Berlin,2010,Unemployment (persons),"292,278.00",Persons
DEU,Germany,Berlin,2010,Unemployment of the metropolitan area as a share of national value (%),9.92,Percentage
DEU,Germany,Berlin,2010,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2010,Green area per million people (square meters per million person),207.17,Ratio
DEU,Germany,Berlin,2010,Population of the city area (persons),"3,483,939.00",Persons
DEU,Germany,Berlin,2010,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2010,Population density of the city area (persons per km2),"3,401.95",Ratio
DEU,Germany,Berlin,2010,Labour productivity,"77,294.26",US Dollar
DEU,Germany,Berlin,2011,Total population of the metropolitan area (persons),"4,380,489.00",Persons
DEU,Germany,Berlin,2011,Population density (persons per km2),709.23,Ratio
DEU,Germany,Berlin,2011,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2011,GDP (millions US$),"165,032.92",US Dollar
DEU,Germany,Berlin,2011,GDP of the metropolitan area as a share of national value (%),4.93,Percentage
DEU,Germany,Berlin,2011,GDP per capita (US$),"37,674.54",US Dollar
DEU,Germany,Berlin,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,17.27,Micrograms per cubic metre
DEU,Germany,Berlin,2011,Employment (persons),"2,119,373.00",Persons
DEU,Germany,Berlin,2011,Employment of the metropolitan area as a share of national value (%),5.46,Percentage
DEU,Germany,Berlin,2011,Unemployment (persons),"267,592.00",Persons
DEU,Germany,Berlin,2011,Unemployment of the metropolitan area as a share of national value (%),10.7,Percentage
DEU,Germany,Berlin,2011,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2011,Green area per million people (square meters per million person),206.89,Ratio
DEU,Germany,Berlin,2011,Population of the city area (persons),"3,479,801.00",Persons
DEU,Germany,Berlin,2011,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2011,Population density of the city area (persons per km2),"3,397.91",Ratio
DEU,Germany,Berlin,2011,Labour productivity,"77,868.75",US Dollar
DEU,Germany,Berlin,2012,Total population of the metropolitan area (persons),"4,386,551.00",Persons
DEU,Germany,Berlin,2012,Population density (persons per km2),710.22,Ratio
DEU,Germany,Berlin,2012,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2012,GDP (millions US$),"165,376.72",US Dollar
DEU,Germany,Berlin,2012,GDP of the metropolitan area as a share of national value (%),4.92,Percentage
DEU,Germany,Berlin,2012,GDP per capita (US$),"37,700.85",US Dollar
DEU,Germany,Berlin,2012,Employment (persons),"2,156,147.00",Persons
DEU,Germany,Berlin,2012,Employment of the metropolitan area as a share of national value (%),5.51,Percentage
DEU,Germany,Berlin,2012,Unemployment (persons),"243,797.00",Persons
DEU,Germany,Berlin,2012,Unemployment of the metropolitan area as a share of national value (%),10.52,Percentage
DEU,Germany,Berlin,2012,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2012,Green area per million people (square meters per million person),206.61,Ratio
DEU,Germany,Berlin,2012,Population of the city area (persons),"3,475,702.00",Persons
DEU,Germany,Berlin,2012,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2012,Population density of the city area (persons per km2),"3,393.91",Ratio
DEU,Germany,Berlin,2012,Labour productivity,"76,700.11",US Dollar
DEU,Germany,Berlin,2013,Total population of the metropolitan area (persons),"4,392,902.00",Persons
DEU,Germany,Berlin,2013,Population density (persons per km2),711.24,Ratio
DEU,Germany,Berlin,2013,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,14.6,Micrograms per cubic metre
DEU,Germany,Berlin,2013,Employment (persons),"2,194,673.00",Persons
DEU,Germany,Berlin,2013,Employment of the metropolitan area as a share of national value (%),5.55,Percentage
